timestamp,ph,tds,turbidity,temp,status,seal
2026-04-10 09:59:04,7.64,1307.78,26.69,27.93,0,f8dd2c81631e8c75150eb139232794de55f5a89d8917eb7d9e31a9c7c1818dd2
2026-04-10 09:59:06,7.48,1314.13,21.77,26.22,0,39b7a33ac2c64967bd458ad24bc20808ed8e1651e47c47ddbd753c0a17672254
2026-04-10 09:59:08,7.7,1360.57,31.47,28.59,0,f8ce81621fc57cba861c96ea69916a416ab52a9e294fac26e27cb6fcf9252756
2026-04-10 09:59:10,7.81,1275.65,32.97,25.59,0,a59b9ce889aa3b5c0937068bde802e6db448f608890471c75f07123ef23688bc
2026-04-10 09:59:12,7.75,1191.21,30.04,27.72,0,b0d42eb834bcf7f3bfb4e33fb4615db6d1ce87da1bc1754f84cdae6a6304e1e8
2026-04-10 09:59:14,7.7,1084.02,32.32,26.55,0,a0b000cbabc5a2f5201241be687647a5867d0dfdcff5aff9ca3307b92774e8cf
2026-04-10 09:59:16,7.79,1125.91,32.36,27.92,0,220ff87d1e3d4a09536dfd781c2d4e6f74ff55e05a3cddd07c15a235a34456ed
2026-04-10 09:59:18,7.44,1217.79,29.07,25.02,0,3271836930070a8b8ffd4e37c74e3ad10fbedeaaf720e5cefd31799ffc4f4d49
2026-04-10 09:59:20,7.89,1252.5,33.51,27.24,0,18bc049000930c9b49f3e0c499508c09bececb536be6bc88e81f45894c4964fc
2026-04-10 09:59:22,7.81,1321.47,36.65,27.46,0,a898a7f79f006087c7e3678383c3603c3e85210ed2da0a3982f83dfb8d9c7c5c
2026-04-10 09:59:24,7.89,1216.93,40.88,27.02,0,fcdece8f721185d67a0e5a782cacc65547db63154b3daf02b33250ecdbabc700
2026-04-10 09:59:26,8.17,1152.7,34.58,25.82,0,f16259cfad858675ec844b97ff714c9f3663c3200325fb0cb19ebfcf40d7e5eb
2026-04-10 09:59:28,7.85,974.89,29.03,28.0,0,596edb10e314a03de3c16ef530b9394c9b169ad346c2de505a6db2c5c5a7c049
2026-04-10 09:59:30,8.2,1252.59,33.02,27.59,0,a744c62c509099f04eb7cc3d288787077f584c6d34b854fd8b32543535862be4
2026-04-10 09:59:32,7.82,1187.88,33.26,28.04,0,29dffd435ae4aa3b9d9b7b2bd95860acbe8a4c2fb24d45d373a945a99aea3042
2026-04-10 09:59:34,7.94,1203.68,36.37,27.38,0,701dccc9293f73da805807d75ae5b17c8ed66544918a4fc84a16e5aa8c2f351c
2026-04-10 09:59:36,7.63,1211.6,27.66,26.06,0,8f8837502b69896b00dccace0ea69f75164d54c0c7419321beed1d9c7a467a88
2026-04-10 09:59:38,7.53,1040.55,30.52,25.88,0,d43e5af9b06ced0899c70e59f9fbee5c76d4becda771deb78553d04a2bd68efd
2026-04-10 09:59:40,7.96,1213.87,29.92,24.96,0,9622d94592cda2bbc261d67df201ca6f5bc3d626d7f3b5e83663448b839a1246
2026-04-10 09:59:42,7.83,1241.5,37.31,24.11,0,90f98544ffc3dd4fa47e6c2767c1649b6cc0485b1a9508320714a86cfe1720d8
2026-04-10 09:59:44,7.83,1228.67,32.08,26.05,0,bb1eea7335e8082a715640305a557f02c30394bd85679cd3ee1e133a6d80faa3
2026-04-10 09:59:46,7.54,1305.37,28.1,27.29,0,4ce6af62ca33f4ac78e203ff0b4a98468281cb818c537901d27d717e878153a5
2026-04-10 09:59:48,7.76,1158.79,16.83,26.61,0,d654fbc9d1e9001ea4e54e22ac3cdc3cdd8c7d9d8eee38504bbd682448d59ed0
2026-04-10 09:59:50,7.58,1334.85,27.78,26.08,0,5dff91455cd5ac23db791fa2ac16edd09cb2ed9d30d78e955d16292ea3cde58d
2026-04-10 09:59:52,7.92,1337.68,33.6,27.09,0,0635d2c228876f9cf064181b087bc278b50994b5e536e503de0b97cd9273af25
2026-04-10 09:59:54,7.55,1228.64,42.12,26.3,0,000585029a252eadfbfe45606fe637c686baebf92bc84917ecb3686a3378b5be
2026-04-10 09:59:56,7.93,1131.56,26.37,27.14,0,ee49fc1508f97edbd3b9c1ac628dc100fd55a88df1a16861a9c48aba9c0b979c
2026-04-10 09:59:58,7.52,1405.18,25.53,27.89,0,a3023ac7c51d2382d1e9a42463f09701155287697ee642a65db10b1ad42e2827
2026-04-10 10:00:00,7.53,1192.37,28.78,29.31,0,459621282d857485c2045007f31ca4d668b9f61c6e7791bcc69a15d5c6103453
2026-04-10 10:00:02,7.39,1148.84,29.6,27.65,0,14e6ebe6c616aa179b4d3488f688e5fd43cd7eb1df5b0bbb045a5679b89763cf
2026-04-10 10:00:04,7.78,1153.14,28.79,26.83,0,f56f36f3721354f12a0d78353a981d2905fb1b1df651c9cfc2a4356b6ff1ffb0
2026-04-10 10:00:06,8.01,1351.8,35.58,27.63,0,761fab756b25fc6735385b6498de2c3c96ac922a90f94bd700e17dd4f00d26de
2026-04-10 10:00:08,7.77,1396.12,34.94,28.74,0,faf7700869b52cd06c2fc22ede34f697ff6373cb39255fbef629ea727d46b936
2026-04-10 10:00:10,7.92,1248.51,31.64,26.62,0,95ea85957f77e1fb6b7afffe65beccdd636af87b9be173afe0e3eaf8f05a0cb6
2026-04-10 10:00:12,7.62,1420.58,26.45,27.69,0,83da4d0427695c0b457c3cc6882743ee52ede9578650e86e04430cc3b11925d8
2026-04-10 10:00:14,7.88,1019.53,25.38,27.47,0,bd658e595dab2e1305b9a388e3bb371dc35e6dfc3ad2936dc49a3afc343413ed
2026-04-10 10:00:16,7.98,1117.25,34.07,25.99,0,9564bab8b45867d86f5995489df5abe16598af7792f80322ea9e529d4865badc
2026-04-10 10:00:18,7.96,1261.5,25.66,28.51,0,1c218f86bd191acc45c1fb0828c85d59560f0e9ee7c3dca9f9ddc2df61351f75
2026-04-10 10:00:20,7.65,1404.13,34.44,27.34,0,b239e483da603a00de6f80dc038e11cf6d0c2cccafc3e90aec409ab5b6a680a8
2026-04-10 10:00:22,7.55,1159.49,21.54,26.78,0,45c9705de7b1077e869f35399613a3d657176bbe04faac74ddd6c17ce154010b
2026-04-10 10:00:24,7.57,1304.56,33.53,27.22,0,cf5d4dc9ec20c0b451df2fd96884a1e1b843f245e32155a517b15c479475ef2f
2026-04-10 10:00:26,7.64,1128.36,31.3,26.91,0,8bbebf64fd7033d8c372cb26161395ef069522a8cd35b0854bd1ac52b465f87e
2026-04-10 10:00:28,7.73,1145.2,35.24,26.92,0,9a6062e3edafff8494ff187bbc1a9cb7c49994d83ac2ff3a0d1d93acbc214da7
2026-04-10 10:00:30,8.1,1208.08,29.45,28.13,0,f9c5014e70002dd31134482cf658ca1bdc7110e247cc5d10752d5bd223dbd6a6
2026-04-10 10:00:32,7.89,1161.38,33.26,26.96,0,cfc0ecd062d87f7ddca0122ba2af3a9c01693db365c521bb959ac8770f862837
2026-04-10 10:00:34,8.13,1390.15,32.35,24.32,0,b4cb377274aaf375233d2e6ed55b1e1680f304aecd88912dbdb7b6476fc99e7a
2026-04-10 10:00:36,7.58,1272.37,34.87,24.83,0,96606c0bdcd9ce87c2f2b24157e33965469c2669cf6adc950a6ed64ded5d4d65
2026-04-10 10:00:38,8.1,1390.44,33.54,26.45,0,f3fa201e27010ac84e6427b7d2729c2ba3657fb4c3e24caefa46335910f2507a
2026-04-10 10:00:40,7.84,1202.51,25.4,27.06,0,c73ba55038e42a0f6361f58dbbb9c926aea5fbad14f44db9eff20aab9052c8dc
2026-04-10 10:00:42,7.54,1212.52,33.13,27.54,0,2156b9ae29666b81c8d1bd2761c7a85b639858424950794e17ce803cbd1c1f09
2026-04-10 10:00:44,7.76,1337.8,34.89,27.21,0,e88e3995341d0ee01e7119a2b855ac58e2c2efe8f4df1e974775ebc938f25779
2026-04-10 10:00:46,7.56,1062.19,38.0,26.75,0,e82a8df9ebd6b4de3ee6192536f9c1df87911ab4335ecdc9d16cf897b7468fb9
2026-04-10 10:00:48,7.98,1368.01,30.93,26.45,0,2a5048eda4bf5771bafe4461d652fe434aeaaf69e02dbf2b12640832fe4dbfcb
2026-04-10 10:00:50,7.93,1164.09,31.59,28.56,0,1f8bb2df24010e30c9bb882bc074fdecbd7a65ba15106cd6982efd84f386cf43
2026-04-10 10:00:52,7.81,1221.46,27.48,26.25,0,f4c29b883238a8df66061457687863bd4c046e8b405fd338f6d4d38156406e9c
2026-04-10 10:00:54,7.77,1043.8,26.8,27.58,0,063a1b13f123c663efd106e6912722531ab2532656b80dc8e5f330f6a642b71b
2026-04-10 10:00:56,7.6,1501.29,30.48,26.42,0,f7f90f9cb52361d50ba68b33fe1d24d176430346a87ca65b6299e79140e11dae
2026-04-10 10:00:58,7.76,1241.68,24.6,27.59,0,7139daa3cb71966fc70d0746524f140c752e2bdfe5586be8e2a83f520bc38575
2026-04-10 10:01:00,7.77,1200.77,22.93,25.21,0,41fe3516f77c84060ee23a74433b862184d25a2fbbb4be161382704556ad69ca
2026-04-10 10:01:02,7.73,1081.6,29.43,26.71,0,e08f5268187fd38222954a6530bfee226851ab3d5b52ad8483a7c8fd1b8d6cae
2026-04-10 10:01:04,7.53,1338.05,29.47,26.98,0,f10117efbca5dc69bfdc6dad3c5e08db392064bf2dc58fd0ccfb4b09ee63aba1
2026-04-10 10:01:06,7.87,1146.77,30.8,25.77,0,d5d749b80e90c2ce19bdc0b3ac01ca9646a513adc1156fe3d80f4c1023c539b1
2026-04-10 10:01:08,7.51,1213.53,28.14,26.45,0,244fab24eaf25f2001f82578b1b172f7e676ba815d8001af0b46fe162b49df78
2026-04-10 10:01:10,7.87,1184.91,25.98,26.37,0,73a16f6ceb75af429623c31e1b0b6fbfb3f41f8e6c2080748023b83a195ba5c1
2026-04-10 10:01:12,7.92,1364.92,26.36,27.58,0,ff96bfbc53bf5b76dd675b1a3f479152898d1e05e5473e41aa05a2d0a4d25d21
2026-04-10 10:01:14,7.74,1240.77,36.01,28.31,0,758368dff48a6ccfa614609929a775db98ac21eb783657179ad5ba3daa0ff354
2026-04-10 10:01:16,8.05,1096.12,35.05,25.41,0,b64a7d8e1b01af3b99d3b230bede071f82b61544672bc7f3f5a47be2a214bd44
2026-04-10 10:01:18,7.55,1224.34,37.12,25.84,0,8dc2a641289b68e65aa6d733114faf93107432a35e76210ca8d0b2c51358ba70
2026-04-10 10:01:20,7.8,1039.06,28.55,27.2,0,8a7057d3a4ae1fa28c8ad32d050171ba9857fa6683fd439da9f1a0f418c0494c
2026-04-10 10:01:22,7.88,1158.13,44.79,26.06,0,ed2a9784289a4330cfe56ba8fae0f64073580cf4dbf971fad17e6472452be516
2026-04-10 10:01:24,7.55,1125.83,30.84,25.01,0,2672f77e215ed5a25da88055c52014aecbdb6651bd17dd76684d2f1eca76a209
2026-04-10 10:01:26,7.49,1321.04,24.03,27.83,0,f87d751b596cecc0d9873128085c2a127adafcedd8efa6991b698440bea2d009
2026-04-10 10:01:28,8.06,1210.38,23.87,27.42,0,4b1ead15af7db904d9b6cee06997ac9d6bc72fc32711986a04ca79ecc3eea810
2026-04-10 10:01:30,7.46,1357.54,31.35,26.98,0,63a4bcddb9608747375dd4d7087eb53fd16bb17f9eee9628bf10f0ecb711e985
2026-04-10 10:01:32,7.5,1118.62,35.28,27.64,0,f5c3a12c19b3b7f1d62e174f583d620ce2f6d40a45799ab0a91bb739fe0b3eea
2026-04-10 10:01:34,7.85,1315.41,32.77,27.86,0,ae1da395dbad59c07a6883121891c8109619072755ffc743e6b21542248cf433
2026-04-10 10:01:36,7.82,1056.26,30.02,29.54,0,a4306d6a83613dcc7e78dba227c185548133e12d773aa44d28b40fa02f0c68b4
2026-04-10 10:01:38,7.81,1192.36,35.02,26.35,0,7d68f71dee2cedc90fdc591c75e14dabbf9840807503b393a62848c3492ce4bd
2026-04-10 10:01:40,7.6,1117.84,35.88,26.22,0,c5adf4cf7e36b5d80031b9da81457376493a6d07eab884d4ea1dcb6132b6bef1
2026-04-10 10:01:46,7.59,1164.07,39.36,25.88,0,e9a702c9e433f8a3569a472c8bd34dbabde0c9f121eb06574fb715d186aeebb8
2026-04-10 10:01:48,7.99,1270.68,20.72,26.7,0,097cd1b818c72c0eae98177f1c54e81f96ecb897c8d350d57e1da5bb26dd88d2
2026-04-10 10:01:50,7.8,1059.34,31.23,27.05,0,15b62f3fde32e89b13bf3e0fbfb2ac9a39375820c46b3a8f1dad8fc236b0173e
2026-04-10 10:09:58,8.14,1122.9,31.56,24.89,0,a9dd6a129fc17377c50f1ebba07bc5571d359c5e4995fe4f6fbaa130edaa5f9b
2026-04-10 10:10:00,7.63,1156.63,22.06,26.15,0,f940ea80846ed72b388337123023f2b87c2851562cdee0b5fa4d57833a253764
2026-04-10 10:10:02,7.96,1133.44,31.04,26.46,0,b7b9110bbdafada5aa16d0dad5c958a04edaefa4cfae2e4067beddda80dce2c8
2026-04-10 10:10:04,7.6,1332.11,34.23,26.89,0,2ef6916a1c32c7801491884c1ab70ac8ce3493cd39558840c3eaae9a9ac1a46c
